page,category_index,category_name,region_poly,position,content,0
3,2,plain text,"[81, 729, 558, 729, 558, 929, 81, 929]","[80, 748, 557, 744, 557, 760, 80, 763]","['is one (Davis, 1974). The breeding season in Texas appears to be']",
3,2,plain text,"[81, 729, 558, 729, 558, 929, 81, 929]","[80, 766, 557, 764, 557, 779, 80, 782]","['restricted to April, May, and June (Davis, 1974). Easterla (1972)']",
3,2,plain text,"[81, 729, 558, 729, 558, 929, 81, 929]","[80, 785, 556, 784, 556, 799, 80, 800]",['reported finding no direct evidence of parturition by L. nivalis in'],
3,2,plain text,"[81, 729, 558, 729, 558, 929, 81, 929]","[80, 804, 557, 802, 557, 817, 80, 819]","['the cave on Emory Peak, but did find lactating females there in']",
3,2,plain text,"[81, 729, 558, 729, 558, 929, 81, 929]","[81, 822, 556, 819, 556, 834, 81, 838]",['June and July and first noted flying juveniles on 27 June (Easterla.'],
3,2,plain text,"[81, 729, 558, 729, 558, 929, 81, 929]","[80, 840, 556, 839, 556, 855, 80, 856]",['1973). Easterla (1972) and Schmidly (1977) believe that the young'],
3,2,plain text,"[81, 729, 558, 729, 558, 929, 81, 929]","[80, 859, 556, 859, 556, 874, 80, 874]",['are born in Mexico prior to the arrival of the adult females in this'],
3,2,plain text,"[81, 729, 558, 729, 558, 929, 81, 929]","[80, 878, 556, 876, 556, 892, 80, 893]","['cave. By July the young are half-grown (Davis, 1974). Barbour and']",
3,2,plain text,"[81, 729, 558, 729, 558, 929, 81, 929]","[80, 897, 556, 895, 556, 910, 80, 912]",['Davis (1969) caught an almost full-grown L. nivalis on 5 July that'],
3,2,plain text,"[81, 729, 558, 729, 558, 929, 81, 929]","[79, 917, 443, 914, 443, 930, 79, 932]","['probably had been born in late May or early June,']",
3,2,plain text,"[579, 1095, 1056, 1095, 1056, 1392, 579, 1392]","[616, 1094, 1056, 1093, 1056, 1109, 616, 1109]",['Oral infestations by mites (Macronyssidae: Radfordiella ori-'],
3,2,plain text,"[579, 1095, 1056, 1095, 1056, 1392, 579, 1392]","[575, 1113, 1052, 1111, 1052, 1126, 575, 1129]",['cola) are a primary etiological factor in destruction of periodontal'],
3,2,plain text,"[579, 1095, 1056, 1095, 1056, 1392, 579, 1392]","[575, 1131, 1052, 1129, 1053, 1144, 575, 1146]","['tissues (Phillips, 1971). Infestation by the mites may be related to']",
3,2,plain text,"[579, 1095, 1056, 1095, 1056, 1392, 579, 1392]","[576, 1149, 1052, 1149, 1052, 1164, 576, 1164]","['the diet of nectar, pollen, and soft fruits (Phillips et al., 1969). These']",
3,2,plain text,"[579, 1095, 1056, 1095, 1056, 1392, 579, 1392]","[577, 1169, 1055, 1168, 1055, 1182, 577, 1184]",['mites reside between the gingiva and lingual surface of the roots of'],
3,2,plain text,"[579, 1095, 1056, 1095, 1056, 1392, 579, 1392]","[577, 1187, 1055, 1186, 1055, 1201, 577, 1203]","['the tecth (Phillips et al., 1969). The general effect of these oral']",
3,2,plain text,"[579, 1095, 1056, 1095, 1056, 1392, 579, 1392]","[577, 1207, 1055, 1205, 1055, 1220, 577, 1222]",['mites resembles typical periodontitis; the palatal lesions usually are'],
3,2,plain text,"[579, 1095, 1056, 1095, 1056, 1392, 579, 1392]","[577, 1224, 1054, 1224, 1054, 1240, 577, 1240]",['found on the lingual side of the upper premolars and molars and'],
3,2,plain text,"[579, 1095, 1056, 1095, 1056, 1392, 579, 1392]","[577, 1243, 1055, 1244, 1055, 1259, 577, 1258]","['cause resorption of bone of the hard palate, destruction of periodontal']",
3,2,plain text,"[579, 1095, 1056, 1095, 1056, 1392, 579, 1392]","[576, 1263, 1055, 1262, 1055, 1277, 577, 1278]","['ligaments, resorption of cementun and dentin, and loss of teeth']",
3,2,plain text,"[579, 1095, 1056, 1095, 1056, 1392, 579, 1392]","[582, 1282, 1055, 1280, 1055, 1295, 582, 1297]","['(Phillips, 1971). L. yerbabuenae has no such lesions even when']",
3,2,plain text,"[579, 1095, 1056, 1095, 1056, 1392, 579, 1392]","[580, 1300, 1053, 1298, 1053, 1313, 580, 1315]","['found in the same cave as L. nivalis (Phillips et al., 1969). Ex-']",
3,2,plain text,"[579, 1095, 1056, 1095, 1056, 1392, 579, 1392]","[576, 1320, 1051, 1319, 1051, 1334, 576, 1335]","['amination of lll skulls of L. nivalis from Texas, Nuevo Leon.']",
3,2,plain text,"[579, 1095, 1056, 1095, 1056, 1392, 579, 1392]","[570, 1338, 1054, 1336, 1054, 1352, 570, 1353]","['Coahuila, Michoacan, Jalisco, Hidalgo, Guerrero, Mexico, and Mo-']",
3,2,plain text,"[579, 1095, 1056, 1095, 1056, 1392, 579, 1392]","[577, 1358, 1055, 1355, 1055, 1370, 577, 1373]",['relos revealed all adults (except four of 14 specimens from Texas)'],
3,2,plain text,"[579, 1095, 1056, 1095, 1056, 1392, 579, 1392]","[577, 1374, 1009, 1373, 1009, 1389, 577, 1390]","['to have palatal lesions (Phillips, 1971; Phillips et al., 1969).']",
3,2,plain text,"[584, 121, 1057, 121, 1057, 208, 584, 208]","[622, 119, 1057, 117, 1057, 133, 622, 135]","['Apparently, adult males segregate geographically from the']",
3,2,plain text,"[584, 121, 1057, 121, 1057, 208, 584, 208]","[582, 138, 1057, 136, 1057, 151, 582, 153]",['females in the summer and do not occupy the northern part of the'],
3,2,plain text,"[584, 121, 1057, 121, 1057, 208, 584, 208]","[580, 157, 1054, 155, 1055, 171, 580, 173]","[""species'range (Dalquest and Walton, 1970; Davis, 1974; Easterla,""]",
3,2,plain text,"[584, 121, 1057, 121, 1057, 208, 584, 208]","[583, 173, 1056, 175, 1056, 190, 583, 188]","['1972: Schnidly, 1977). Easterla (1972) caught only three males']",
3,2,plain text,"[584, 121, 1057, 121, 1057, 208, 584, 208]","[580, 193, 986, 193, 986, 209, 580, 208]","['in five years of study in Big Bend National Park, Texas.']",
3,2,plain text,"[583, 213, 1058, 213, 1058, 302, 583, 302]","[622, 212, 1058, 210, 1058, 225, 622, 227]",['Leptonycteris nivalis has been known to share caves with'],
3,2,plain text,"[583, 213, 1058, 213, 1058, 302, 583, 302]","[583, 229, 1057, 228, 1057, 244, 583, 244]","['Plecolus townsendii (Barbour and Davis, 1969; Davis, 1974; Eas-']",
3,2,plain text,"[583, 213, 1058, 213, 1058, 302, 583, 302]","[582, 249, 1058, 248, 1058, 263, 582, 264]","['terla, 1972). Myotis thysanodes and M. voluns have been found']",
3,2,plain text,"[583, 213, 1058, 213, 1058, 302, 583, 302]","[581, 269, 1058, 267, 1058, 282, 581, 284]","['in roosts used by L. nivalis, but not when L. nivalis was present']",
3,2,plain text,"[583, 213, 1058, 213, 1058, 302, 583, 302]","[582, 285, 704, 285, 704, 301, 582, 301]","['(Easterla, 1973).']",
3,2,plain text,"[80, 440, 557, 440, 557, 583, 80, 583]","[116, 438, 556, 437, 556, 452, 116, 453]","['Leptonycteris nivalis is an agile flyer, capable of quick ma-']",
3,2,plain text,"[80, 440, 557, 440, 557, 583, 80, 583]","[192, 443, 191, 463, 174, 463, 175, 443]",['T'],
3,2,plain text,"[80, 440, 557, 440, 557, 583, 80, 583]","[80, 457, 556, 455, 556, 470, 80, 472]",['neuvering and relatively high speed flight (Hayward and Davis.'],
3,2,plain text,"[80, 440, 557, 440, 557, 583, 80, 583]","[82, 475, 555, 471, 556, 486, 82, 490]","['1964). In speed trials, one female L. nivalts few 30.5 m in 8.0 s']",
3,2,plain text,"[80, 440, 557, 440, 557, 583, 80, 583]","[80, 493, 556, 493, 556, 509, 80, 509]",['and another female required 13.6 s. Hayward and Davis (1964)'],
3,2,plain text,"[80, 440, 557, 440, 557, 583, 80, 583]","[80, 512, 557, 512, 557, 528, 80, 527]",['attributed the slightly lower than expected speed of L. nivalis to'],
3,2,plain text,"[80, 440, 557, 440, 557, 583, 80, 583]","[81, 531, 556, 532, 556, 547, 80, 546]",['the need to hover at blossoms for feeding. L. nivalis makes swooshing'],
3,2,plain text,"[80, 440, 557, 440, 557, 583, 80, 583]","[80, 550, 556, 549, 556, 565, 80, 565]",['sounds as it ffies and can fly straight up while maintaining a horizontal'],
3,2,plain text,"[80, 440, 557, 440, 557, 583, 80, 583]","[80, 569, 379, 568, 379, 583, 81, 584]","['body position (Barbour and Davis, 1969).']",
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[617, 532, 1055, 531, 1055, 546, 617, 548]",['Leptonycteris nivalis emerges relatively late in the evening'],
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[580, 551, 1053, 549, 1053, 564, 580, 566]","['to feed (Barbour and Davis, 1969). L. nivalis is a primary consumer']",
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[582, 570, 1056, 568, 1056, 583, 582, 585]","['that feeds on nectar, pollen, insects and probably soft, succulent']",
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[582, 587, 1056, 587, 1056, 603, 582, 603]","['cactus fruits during the non-flowering season (Allen, 1940; Barbour']",
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[582, 606, 1056, 606, 1056, 621, 582, 621]","['and Davis, 1969; Hoffmeister, 1957). Insects are probably picked']",
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[582, 627, 1056, 625, 1056, 640, 582, 642]",['up accidentally as the bat gathers nectar and pollen from flowers'],
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[582, 645, 1056, 643, 1056, 658, 582, 661]","['(Hofmeister, 1957), but Rasweiler (1977) indicated that insect']",
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[582, 663, 1055, 663, 1055, 678, 582, 678]","['ingestion might be nutritionally significant. In the Chisos Mountains,']",
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[582, 682, 1056, 680, 1056, 695, 582, 697]","['this bat feeds from flowers of Agave scabra and A. chisosensis, but']",
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[577, 701, 1055, 700, 1055, 715, 577, 716]","['at lower elevations, another food plant might be Agave lechuguilla']",
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[582, 719, 1055, 717, 1055, 732, 582, 734]","['(Easterla, 1972). Cockrum and Hayward (1962) reported Schott']",
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[582, 738, 1056, 738, 1056, 754, 582, 753]",['agave (Agave schotti) and saguaro cactus (Carnegia gigantea) as'],
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[582, 756, 1056, 757, 1056, 772, 582, 771]",['food sources for L. nivalis; this study was done in Arizona and'],
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[582, 776, 1055, 775, 1055, 791, 582, 791]",['probably refers to L. sanborni rather than L. nivalis as currently'],
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[582, 795, 1055, 792, 1056, 807, 582, 810]","['recognized. Jimson weed (Datura stramonium), wax mallow (Mal-']",
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[582, 814, 1056, 812, 1056, 827, 582, 829]","['vaviscus), mescal(Agave sp.), and various cactus flowers also serve']",
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[580, 830, 1053, 831, 1053, 846, 580, 846]","['as food for the bat (Barbour and Davis, 1969; Davis, 1974;Schrnidly,']",
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[582, 849, 1055, 849, 1055, 864, 582, 864]","['1977: Schober, 1984). Duges (1906; in Allen, 1940) described a']",
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[582, 872, 1056, 868, 1056, 883, 582, 887]","['specimen from Guanajuato, Mexico, whose stomach was filled with']",
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[580, 889, 1053, 886, 1054, 901, 580, 904]",['pollen from the white-flowered Malvaviscus acerifolius. In 1944.'],
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[582, 905, 1056, 906, 1056, 921, 582, 920]",['Davis (1974) captured an adult male which ate the pollen and nectar'],
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[582, 926, 1056, 924, 1056, 939, 582, 941]","['of an Agave scabra plant. When eating from Agave, L. nivalis']",
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[581, 945, 1056, 942, 1056, 957, 581, 960]","['crawis down the stalk, thrusts its snout into the flowers, and licks']",
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[577, 965, 1055, 960, 1055, 975, 577, 980]",['nectar from them with its long tongue which can be extended to a'],
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[580, 981, 1053, 980, 1053, 996, 580, 996]",['length of 76 mm and can reach nectar at the base of the flower'],
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[577, 1000, 1055, 1000, 1055, 1015, 577, 1015]",['corolla; I. nivalis emerges from these flowers covered with pollen'],
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[582, 1019, 1056, 1019, 1056, 1034, 582, 1034]","['(Barbour and Davis, 1969; Cockrum and Hayward, 1962; Faegri']",
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[1056, 1027, 1056, 1043, 1040, 1043, 1040, 1027]",['31'],
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[582, 1038, 1056, 1036, 1056, 1052, 582, 1054]","['und Van der Pijl, 1979; Wille, 1954). L. nivalis is an effective']",
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[582, 1058, 1055, 1056, 1055, 1070, 582, 1073]","['pollinator of many of the cacti, agave, and perhaps other plants on']",
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[576, 1074, 1015, 1074, 1015, 1089, 576, 1089]","['which it feeds (Davis, 1974; Faegri and Van der Pijl. 1979).']",
3,2,plain text,"[583, 534, 1055, 534, 1055, 1103, 583, 1103]","[616, 1094, 1056, 1093, 1056, 1109, 616, 1109]",['Oral infestations by mites (Macronyssidae: Radfordiella ori-'],
3,2,plain text,"[81, 271, 557, 271, 557, 438, 81, 438]","[128, 272, 128, 278, 113, 278, 113, 272]",[''],
3,2,plain text,"[81, 271, 557, 271, 557, 438, 81, 438]","[121, 267, 556, 267, 556, 283, 121, 282]",['Most of the mass of the tongue in L. nivalis is composed of'],
3,2,plain text,"[81, 271, 557, 271, 557, 438, 81, 438]","[81, 288, 556, 287, 556, 303, 81, 303]","['muscle tissue arranged in horizontal, vertical, and longitudinal bun-']",
3,2,plain text,"[81, 271, 557, 271, 557, 438, 81, 438]","[80, 307, 556, 305, 556, 320, 80, 322]","['dles (Greenbaum and Phillips, 1974), Vascularization of the tongue']",
3,2,plain text,"[81, 271, 557, 271, 557, 438, 81, 438]","[80, 326, 556, 325, 556, 340, 81, 341]",['is via a lingual artery in the midline flanked by paired lingual'],
3,2,plain text,"[81, 271, 557, 271, 557, 438, 81, 438]","[80, 343, 556, 342, 556, 357, 80, 359]","['ligaments and lingual veins. Glands of von Ebner, associated with']",
3,2,plain text,"[81, 271, 557, 271, 557, 438, 81, 438]","[80, 362, 556, 362, 556, 377, 80, 377]","['circumvallate papillae, and mucus glands are located in the pos.']",
3,2,plain text,"[81, 271, 557, 271, 557, 438, 81, 438]","[80, 382, 556, 380, 556, 395, 80, 398]",['terodorsal area of the tongue. The najority of the elastic fibers in'],
3,2,plain text,"[81, 271, 557, 271, 557, 438, 81, 438]","[80, 401, 556, 397, 556, 412, 81, 416]",['the tongue are located in the lamina propria of the dorsal and ventral'],
3,2,plain text,"[81, 271, 557, 271, 557, 438, 81, 438]","[80, 418, 556, 418, 556, 433, 80, 433]","['surfaces and of the hairlike papillae (Greenbaum and Phillips, 1974).']",
3,3,header,"[83, 79, 299, 79, 299, 97, 83, 97]","[82, 79, 296, 78, 297, 94, 82, 95]",['MAMMALIAN SPECIES 307'],
3,4,page number,"[1045, 80, 1057, 80, 1057, 95, 1045, 95]","[1045, 79, 1053, 79, 1053, 92, 1045, 92]",['3'],
3,6,footer,"[394, 1628, 741, 1628, 741, 1655, 394, 1655]","[393, 1632, 745, 1632, 745, 1648, 393, 1647]","['148.202.168. 13 on Sun, 01 May 202211:11:53 UTC']",
3,6,footer,"[447, 1618, 688, 1618, 688, 1631, 447, 1631]","[460, 1615, 672, 1615, 672, 1630, 460, 1630]",['This content downloaded from'],
4,0,title,"[229, 535, 416, 535, 416, 551, 229, 551]","[228, 532, 415, 533, 415, 550, 228, 550]",['LITERATURE CITED'],
4,2,plain text,"[87, 300, 562, 300, 562, 444, 87, 444]","[125, 300, 563, 299, 563, 314, 125, 315]",['Leptonyeteris nivalis is known by several conmion names: big'],
4,2,plain text,"[87, 300, 562, 300, 562, 444, 87, 444]","[87, 317, 562, 317, 562, 332, 87, 333]","['long-nosed bat, Mexican long-nosed bat, Mexican long-tongued bat,']",
4,2,plain text,"[87, 300, 562, 300, 562, 444, 87, 444]","[87, 337, 562, 337, 562, 352, 87, 352]","['and nectar bat (Barbour and Davis, 1969; Hall, 1981). Leptonyc.']",
4,2,plain text,"[87, 300, 562, 300, 562, 444, 87, 444]","[87, 356, 562, 354, 562, 369, 87, 371]",['teris derives from the Greek leptos meaning slender and nycteris'],
4,2,plain text,"[87, 300, 562, 300, 562, 444, 87, 444]","[87, 374, 562, 373, 562, 388, 87, 390]","['meaning bat, and probably refers to the long, slender skull, rostrun,']",
4,2,plain text,"[87, 300, 562, 300, 562, 444, 87, 444]","[87, 392, 562, 392, 562, 407, 87, 407]",['and tongue of this genus. The specific epithet nivalis stems from'],
4,2,plain text,"[87, 300, 562, 300, 562, 444, 87, 444]","[87, 410, 562, 411, 562, 426, 87, 425]",['nivis meaning snow and probably refers to the type specimen which'],
4,2,plain text,"[87, 300, 562, 300, 562, 444, 87, 444]","[281, 418, 328, 418, 329, 436, 281, 436]",['N'],
4,2,plain text,"[87, 300, 562, 300, 562, 444, 87, 444]","[87, 430, 381, 429, 381, 444, 87, 445]",['was found at the snowline of Mt. Orizaba'],
4,2,plain text,"[87, 300, 562, 300, 562, 444, 87, 444]","[389, 434, 389, 441, 374, 441, 374, 434]",['A.'],
4,2,plain text,"[88, 166, 564, 166, 564, 296, 88, 296]","[127, 166, 563, 166, 563, 182, 127, 182]",['REMARKS. Davis and Carter (1962) determined the genus'],
4,2,plain text,"[88, 166, 564, 166, 564, 296, 88, 296]","[87, 185, 562, 185, 562, 200, 87, 200]","['Leptonycteris to have three species: L. curasoae, L. sanborni, and']",
4,2,plain text,"[88, 166, 564, 166, 564, 296, 88, 296]","[87, 204, 563, 203, 563, 219, 87, 220]",['L. nivalis. Davis and Carter (1962) considered L. yerbabuenae to'],
4,2,plain text,"[88, 166, 564, 166, 564, 296, 88, 296]","[86, 222, 563, 223, 563, 238, 86, 238]",['be a synonym for L. nivalis. Hall (1981) agreed with the contention'],
4,2,plain text,"[88, 166, 564, 166, 564, 296, 88, 296]","[87, 242, 562, 241, 562, 256, 87, 257]",['of Ramierez-Pulido and Alvarez (1972) that L. yerbabuenae is not'],
4,2,plain text,"[88, 166, 564, 166, 564, 296, 88, 296]","[86, 262, 564, 259, 564, 274, 86, 277]",['a synonym for L. nivalis but is instead the proper name for L.'],
4,2,plain text,"[88, 166, 564, 166, 564, 296, 88, 296]","[87, 280, 156, 280, 156, 294, 87, 294]",['sanborni.'],
4,2,plain text,"[586, 512, 1056, 512, 1056, 584, 586, 584]","[582, 511, 1057, 509, 1057, 525, 582, 527]","[""O'CONNOR, B. M., J. O. WHITAKER, JR., AND D. A.EASTEHLA,1977.""]",
4,2,plain text,"[586, 512, 1056, 512, 1056, 584, 586, 584]","[622, 531, 1057, 529, 1057, 545, 622, 546]",['A new species of Nycteriglyphus (Acari: Rosensteiniidae) from'],
4,2,plain text,"[586, 512, 1056, 512, 1056, 584, 586, 584]","[622, 551, 1057, 549, 1057, 565, 622, 566]",['guano of Leptonycteris nivalis (Chiroptera: Phyllostomatidae).'],
4,2,plain text,"[586, 512, 1056, 512, 1056, 584, 586, 584]","[621, 567, 918, 568, 918, 583, 621, 582]","['Ann. Entomol. Soc. Amer., 70:237-241.']",
4,2,plain text,"[82, 1293, 559, 1293, 559, 1365, 82, 1365]","[80, 1293, 557, 1294, 557, 1310, 80, 1309]","['GREENBAUM, I. F., AND C. J. PIILLIPS. 1974. Comparative anat-']",
4,2,plain text,"[82, 1293, 559, 1293, 559, 1365, 82, 1365]","[120, 1313, 557, 1314, 557, 1328, 120, 1328]",['orny of and general histology of tongues of long-nosed bats'],
4,2,plain text,"[82, 1293, 559, 1293, 559, 1365, 82, 1365]","[121, 1332, 557, 1332, 557, 1347, 121, 1346]",['(Leptonycteris sanborni and L. nivalis) with reference to'],
4,2,plain text,"[82, 1293, 559, 1293, 559, 1365, 82, 1365]","[476, 1338, 476, 1358, 460, 1357, 460, 1338]",['I'],
4,2,plain text,"[82, 1293, 559, 1293, 559, 1365, 82, 1365]","[121, 1349, 475, 1349, 475, 1365, 121, 1365]","['infestation of oral mites. J. Mamm., 55:489-504']",
4,2,plain text,"[86, 598, 561, 598, 561, 656, 86, 656]","[83, 599, 556, 599, 556, 615, 83, 615]","['BAKER, R. J, AND E. L. COCKRUM. 1966. Geographic and eco']",
4,2,plain text,"[86, 598, 561, 598, 561, 656, 86, 656]","[121, 620, 557, 619, 557, 635, 121, 635]","['logical range of the long-nosed bats, Leptonycteris.J.Mamn..']",
4,2,plain text,"[86, 598, 561, 598, 561, 656, 86, 656]","[122, 636, 217, 636, 217, 651, 122, 651]",['47:329-331.'],
4,2,plain text,"[84, 1238, 558, 1238, 558, 1294, 84, 1294]","[81, 1237, 557, 1237, 557, 1253, 81, 1253]","['FLOWER, W. H., AND R. LYDEKKER. 1891. An introduction to']",
4,2,plain text,"[84, 1238, 558, 1238, 558, 1294, 84, 1294]","[120, 1256, 557, 1256, 557, 1271, 120, 1272]",['the study of manmals living and extinct. Adam and Charles'],
4,2,plain text,"[84, 1238, 558, 1238, 558, 1294, 84, 1294]","[121, 1275, 292, 1275, 292, 1290, 121, 1290]","['Black, London, 763 pp.']",
4,2,plain text,"[84, 936, 562, 936, 562, 993, 84, 993]","[82, 937, 556, 937, 556, 953, 82, 953]","['DAVIS, W. B., AND D.C. CARTER. 1962. Review of the genus']",
4,2,plain text,"[84, 936, 562, 936, 562, 993, 84, 993]","[121, 956, 557, 955, 557, 971, 121, 972]",['Leptonycteris(Mammalia: Chiroptera). Proc. Biol. Soc. Wash-'],
4,2,plain text,"[84, 936, 562, 936, 562, 993, 84, 993]","[121, 975, 271, 975, 271, 990, 121, 990]","['ington, 75:193-198.']",
4,2,plain text,"[84, 994, 559, 994, 559, 1031, 84, 1031]","[82, 993, 557, 993, 557, 1009, 82, 1009]","['DE LA TORRE,L. 1955. Bats from Guerrero, Jalisco and Oaxaca,']",
4,2,plain text,"[84, 994, 559, 994, 559, 1031, 84, 1031]","[120, 1012, 389, 1011, 389, 1027, 120, 1027]","['Mexico, Fieldiana-Zool.,37:695-701.']",
4,2,plain text,"[587, 718, 1058, 718, 1058, 772, 587, 772]","[580, 717, 1001, 715, 1001, 732, 580, 733]","['PHILLIPS, C. J, J. K. JONES, JR., AND F. J. RADOVSKY.']",
4,2,plain text,"[587, 718, 1058, 718, 1058, 772, 587, 772]","[1007, 716, 1053, 716, 1053, 732, 1007, 732]",['1969'],
4,2,plain text,"[587, 718, 1058, 718, 1058, 772, 587, 772]","[619, 735, 625, 735, 625, 750, 619, 750]",['l'],
4,2,plain text,"[587, 718, 1058, 718, 1058, 772, 587, 772]","[622, 736, 1057, 737, 1057, 752, 622, 751]",['Macronyssid mites in oral inucosa of long-nosed bats: occur-'],
4,2,plain text,"[587, 718, 1058, 718, 1058, 772, 587, 772]","[621, 756, 1039, 754, 1039, 769, 621, 771]","['rence and associated pathology. Science, 165:1368--1369.']",
4,2,plain text,"[82, 1143, 559, 1143, 559, 1181, 82, 1181]","[79, 1142, 555, 1143, 555, 1159, 79, 1159]","['FAEGRI, K., AND L. VAN DER PUL. 1979. The principles of pol']",
4,2,plain text,"[82, 1143, 559, 1143, 559, 1181, 82, 1181]","[119, 1163, 485, 1163, 485, 1179, 119, 1178]","['lination ecology. Pergamon Press, Oxford, 244 pp.']",
4,2,plain text,"[584, 1168, 1057, 1168, 1057, 1222, 584, 1222]","[582, 1167, 1056, 1166, 1056, 1182, 582, 1183]","['WHITAKER, J. O., JR., AND D. A. EASTERLA. 1975. Ectoparasites']",
4,2,plain text,"[584, 1168, 1057, 1168, 1057, 1222, 584, 1222]","[617, 1187, 1056, 1186, 1056, 1202, 617, 1203]","['of bats from Big Bend National Park, Texas. Southwestern']",
4,2,plain text,"[584, 1168, 1057, 1168, 1057, 1222, 584, 1222]","[616, 1204, 755, 1204, 755, 1220, 616, 1219]",['Nat.、20:241-254.'],
4,2,plain text,"[583, 1279, 1056, 1279, 1056, 1335, 583, 1335]","[580, 1279, 1053, 1280, 1053, 1296, 580, 1295]",['WINKLEMANN.J.R. 1971. Adaptations for nectar-feeding in glos'],
4,2,plain text,"[583, 1279, 1056, 1279, 1056, 1335, 583, 1335]","[617, 1300, 1055, 1300, 1055, 1315, 617, 1316]","['sophagine bats. Unpubl. Ph.D. dissert., Univ. Michigan, Ann']",
4,2,plain text,"[583, 1279, 1056, 1279, 1056, 1335, 583, 1335]","[616, 1317, 728, 1317, 728, 1332, 616, 1332]","['Arbor, 122 pp.']",
4,2,plain text,"[83, 824, 562, 824, 562, 895, 83, 895]","[82, 824, 556, 824, 556, 840, 82, 840]","['DALQUEST,W. W.,AND D. W.WALTON. 1970. Diurnal retreats']",
4,2,plain text,"[83, 824, 562, 824, 562, 895, 83, 895]","[120, 852, 557, 854, 557, 870, 120, 868]",['IPU. cani.'],
4,2,plain text,"[83, 824, 562, 824, 562, 895, 83, 895]","[175, 861, 212, 862, 211, 878, 175, 877]",['laugl'],
4,2,plain text,"[83, 824, 562, 824, 562, 895, 83, 895]","[121, 880, 380, 881, 380, 897, 121, 896]","['Univ. Press, Dallas, Texas, 339 pp.']",
4,2,plain text,"[87, 451, 561, 451, 561, 522, 87, 522]","[122, 448, 557, 447, 557, 462, 122, 463]",['D. A. Easterla kindly provided the color slide from which Fig'],
4,2,plain text,"[87, 451, 561, 451, 561, 522, 87, 522]","[87, 467, 561, 466, 561, 482, 87, 483]",['l was made. M. A. Thomas produced the skull drawings. Baylor'],
4,2,plain text,"[87, 451, 561, 451, 561, 522, 87, 522]","[83, 485, 561, 486, 561, 501, 83, 500]",['University Research Council grant 002-S85-URC supported portions'],
4,2,plain text,"[87, 451, 561, 451, 561, 522, 87, 522]","[83, 504, 188, 505, 188, 520, 83, 520]",['of this project.'],
4,2,plain text,"[586, 174, 1060, 174, 1060, 264, 586, 264]","[583, 172, 1057, 171, 1057, 186, 583, 188]","['HUMPHREY, S. R., AND F. BONACCORSO. 1979. Population and']",
4,2,plain text,"[586, 174, 1060, 174, 1060, 264, 586, 264]","[622, 193, 1057, 190, 1057, 205, 622, 208]","['community ecology. Pp. 409-44l, in Biology of bats of the']",
4,2,plain text,"[586, 174, 1060, 174, 1060, 264, 586, 264]","[623, 209, 1056, 209, 1056, 225, 623, 225]","['New World family Phyllostomatidae, Part 3 (R. J. Baker, J.']",
4,2,plain text,"[586, 174, 1060, 174, 1060, 264, 586, 264]","[622, 228, 1057, 229, 1057, 245, 622, 244]","['K. Jones, Jr., and D. C. Carter, eds.). Spec. Publ. Mus., Texas']",
